	1978	10	
	1980	11.4651	
	1982	12.8806	
	1984	14.2476	
	1986	15.5669	
	1988	16.8395	
	1990	18.0662	
	1992	19.2478	
	1994	20.3854	
	1996	21.4796	
	1998	22.5312	
	2000	23.5412	
	2002	24.5103	
	2004	25.4393	
	2006	26.3288	
	2008	27.1798	
	2010	27.993	
	2012	28.769	
	2014	29.5086	
	2016	30.2125	
	2018	30.8815	
	2020	31.5162	
	2022	32.1173	
	2024	32.6855	
	2026	33.2216	
	2028	33.7261	
	2030	34.1997	
	2032	34.6432	
	2034	35.0571	
	2036	35.4422	
	2038	35.799	
	2040	36.1283	
	2042	36.4306	
	2044	36.7067	
	2046	36.9572	
	2048	37.1827	
	2050	37.3838	
	2052	37.5613	
	2054	37.7158	
	2056	37.8479	
	2058	37.9583	
	2060	38.0476	
	2062	38.1165	
	2064	38.1657	
	2066	38.1958	
	2068	38.2076	
	2070	38.2016	
	2072	38.1787	
	2074	38.1395	
	2076	38.0847	
	2078	38.0151	
	2080	37.9313	
	2082	37.8342	
	2084	37.7246	
	2086	37.6031	
	2088	37.4705	
	2090	37.3279	
	2092	37.1758	
	2094	37.0153	
	2096	36.8471	
	2098	36.6723	
	2100	36.4918	
	2102	36.3064	
	2104	36.1173	
	2106	35.9255	
	2108	35.7321	
	2110	35.5381	
	2112	35.3448	
	2114	35.1534	
	2116	34.9652	
	2118	34.7815	
	2120	34.6037	
	2122	34.4333	
	2124	34.2719	
	2126	34.1211	
	2128	33.9826	
	2130	33.8584	
	2132	33.7504	
	2134	33.6607	
	2136	33.5914	
	2138	33.5452	
	2140	33.5244	
	2142	33.5319	
	2144	33.5707	
	2146	33.6441	
	2148	33.7557	
	2150	33.9091	
	2152	34.1088	
	2154	34.3595	
	2156	34.6661	
	2158	35.0345	
	2160	35.4711	
	2162	35.9831	
	2164	36.5785	
	2166	37.2665	
	2168	38.0577	
	2170	38.9641	
	2172	40	

Transform	X Position
	Frame		
	1978	322	
	1980	318.815	
	1982	315.607	
	1984	312.378	
	1986	309.131	
	1988	305.87	
	1990	302.597	
	1992	299.315	
	1994	296.025	
	1996	292.73	
	1998	289.433	
	2000	286.136	
	2002	282.839	
	2004	279.547	
	2006	276.259	
	2008	272.978	
	2010	269.706	
	2012	266.443	
	2014	263.193	
	2016	259.955	
	2018	256.732	
	2020	253.525	
	2022	250.335	
	2024	247.163	
	2026	244.011	
	2028	240.879	
	2030	237.769	
	2032	234.682	
	2034	231.618	
	2036	228.58	
	2038	225.567	
	2040	222.58	
	2042	219.621	
	2044	216.69	
	2046	213.788	
	2048	210.916	
	2050	208.075	
	2052	205.264	
	2054	202.486	
	2056	199.74	
	2058	197.028	
	2060	194.35	
	2062	191.706	
	2064	189.097	
	2066	186.524	
	2068	183.987	
	2070	181.486	
	2072	179.023	
	2074	176.598	
	2076	174.211	
	2078	171.862	
	2080	169.552	
	2082	167.282	
	2084	165.052	
	2086	162.863	
	2088	160.714	
	2090	158.606	
	2092	156.539	
	2094	154.515	
	2096	152.532	
	2098	150.593	
	2100	148.696	
	2102	146.842	
	2104	145.031	
	2106	143.264	
	2108	141.542	
	2110	139.863	
	2112	138.229	
	2114	136.64	
	2116	135.096	
	2118	133.598	
	2120	132.145	
	2122	130.737	
	2124	129.376	
	2126	128.061	
	2128	126.793	
	2130	125.571	
	2132	124.396	
	2134	123.268	
	2136	122.187	
	2138	121.154	
	2140	120.168	
	2142	119.231	
	2144	118.341	
	2146	117.499	
	2148	116.705	
	2150	115.96	
	2152	115.264	
	2154	114.616	
	2156	114.017	
	2158	113.467	
	2160	112.966	
	2162	112.515	
	2164	112.112	
	2166	111.76	
	2168	111.457	
	2170	111.203	
	2172	111	
